,ave_household_size,median_income,rental_vacancy_rate,p_units_1_detached,p_units_1,p_units_2,p_units_34,p_units_59,p_units_10,p_units_20,p_built_2014,p_built_2010,p_built_2000,p_built_1990,p_built_1980,p_built_1970,p_built_1960,p_built_1950,p_built_1940,p_built_1930,median_rooms,median_rent,median-value
15393,2.59,54861.0,0.0,86.5,2.2,1.7,3.0,0.0,0.0,0.0,0.0,0.0,4.8,5.7,10.0,21.7,9.1,13.0,4.3,31.3,5.8,768.0,114200.0
15396,2.36,44243.0,3.5,76.7,1.1,3.4,5.4,3.9,1.7,5.7,0.8,0.3,7.1,10.9,4.2,12.8,11.1,11.7,7.2,33.8,5.7,635.0,108000.0
15397,2.63,53125.0,0.0,78.3,2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,4.3,13.0,5.4,10.9,1.1,9.8,6.5,48.9,5.8,1063.0,81500.0
15398,2.12,41948.0,8.0,80.8,0.7,2.1,1.4,7.6,5.7,0.7,0.0,1.1,5.9,8.6,2.7,17.3,13.5,6.5,2.5,41.8,6.0,483.0,78500.0
15399,2.06,38333.0,0.0,91.4,0.0,1.5,0.9,0.0,0.9,2.8,0.0,0.0,1.9,0.0,3.7,9.0,19.8,8.6,3.4,53.7,6.8,419.0,45600.0
15400,1.7,29107.0,15.8,78.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,9.7,3.9,28.2,0.0,2.9,13.6,39.8,5.1,575.0,54400.0
15402,1.87,43750.0,16.7,82.9,0.0,0.0,1.7,0.6,0.0,1.1,0.0,1.1,6.3,5.7,5.7,15.4,2.9,5.1,5.7,52.0,5.8,588.0,60400.0
15403,2.05,39107.0,16.2,80.0,0.4,1.5,10.5,0.0,2.6,0.7,0.0,0.4,3.5,1.1,7.9,9.2,12.5,2.4,4.2,58.7,5.7,495.0,58000.0
15405,2.36,46094.0,0.0,41.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,14.2,11.0,29.0,1.3,6.5,8.4,16.1,5.2,767.0,59300.0
15406,1.88,30156.0,24.7,65.6,0.8,2.8,15.0,0.0,2.4,0.0,0.0,0.4,6.7,8.3,5.9,61.7,6.3,2.8,1.2,6.7,5.1,503.0,69100.0
15408,2.32,46542.0,4.9,65.7,4.1,2.5,6.1,6.4,5.8,7.3,0.5,1.3,8.9,11.9,12.0,21.1,12.3,9.3,5.4,17.2,5.5,644.0,123600.0
15410,2.67,65078.0,8.5,89.8,2.6,2.0,2.0,0.6,0.6,0.0,0.0,2.6,5.0,6.8,3.0,15.3,8.6,19.9,10.2,28.7,6.4,743.0,96700.0
15411,1.63,30625.0,15.8,79.8,0.0,0.0,8.3,0.4,0.0,2.8,0.4,0.0,1.6,0.4,2.8,16.7,11.1,4.0,13.1,50.0,5.6,350.0,49400.0
15412,2.23,50422.0,6.7,62.6,5.9,2.9,3.4,4.4,1.9,10.9,0.0,1.6,6.5,5.3,6.4,23.8,14.3,11.0,10.8,20.3,5.2,681.0,115300.0
15414,2.26,39000.0,0.0,80.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.8,3.7,2.5,13.5,12.9,3.7,4.3,57.1,5.5,588.0,20800.0
15415,2.53,56667.0,17.6,84.1,2.0,2.2,2.8,3.1,2.6,2.0,0.0,3.1,5.1,3.1,5.1,10.5,6.9,5.4,14.0,46.8,6.7,753.0,82800.0
15419,2.38,46250.0,0.0,94.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.6,2.5,13.6,7.4,4.9,8.0,12.3,3.7,46.9,5.9,638.0,55300.0
15422,1.91,36097.0,1.3,72.8,2.0,2.8,8.0,2.2,2.4,1.0,0.0,0.0,2.6,7.1,10.9,19.8,16.1,16.5,8.6,18.4,5.8,584.0,97700.0
15423,2.6,40750.0,0.0,97.9,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,5.3,0.0,5.3,0.0,16.8,70.5,5.9,607.0,26300.0
15424,2.48,53789.0,6.8,64.7,4.1,1.7,2.3,6.5,8.0,11.6,0.6,1.6,6.7,12.4,11.0,15.9,14.6,11.7,4.7,20.8,5.8,861.0,146500.0
15425,2.12,47012.0,9.4,80.4,2.0,1.6,4.6,3.4,3.1,4.8,0.5,2.0,6.9,10.8,2.3,20.1,18.4,8.3,8.4,22.4,5.7,688.0,108300.0
15427,2.44,43500.0,12.1,93.8,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.7,0.4,5.1,28.1,9.1,17.9,1.1,37.2,5.9,467.0,42800.0
15428,2.18,42228.0,12.4,83.2,0.3,1.1,1.3,2.3,2.1,5.9,0.0,0.3,3.9,4.1,10.2,14.6,15.6,11.2,5.9,34.2,5.8,619.0,82800.0
15429,1.83,36875.0,0.0,88.5,0.7,0.7,0.0,2.0,0.0,0.0,0.0,0.0,0.7,3.4,4.1,10.8,5.4,4.1,6.1,65.4,5.8,381.0,51500.0
15430,2.28,56103.0,5.7,86.4,1.0,0.7,0.7,0.0,7.5,0.0,0.0,0.0,4.9,7.5,4.4,16.5,21.2,7.5,2.4,35.5,6.6,564.0,82700.0
15431,2.04,35000.0,15.5,92.8,0.7,1.4,0.5,0.0,1.2,0.7,0.0,1.6,1.4,2.6,5.1,12.6,14.3,21.3,14.3,26.9,6.0,471.0,64000.0
15432,2.19,44375.0,6.6,88.2,0.0,0.0,0.0,2.4,1.9,1.2,0.0,0.5,4.6,10.3,10.8,12.2,17.5,10.3,9.1,24.7,6.3,636.0,84400.0
15433,2.47,57727.0,0.0,94.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,10.4,0.9,3.8,0.0,79.2,6.0,832.0,43000.0
15435,2.66,48438.0,7.5,68.3,2.5,0.0,2.8,0.0,0.0,0.0,0.0,1.8,3.6,11.7,4.6,30.6,3.6,4.3,1.8,38.1,5.4,567.0,63300.0
15436,2.13,41607.0,0.0,89.1,0.0,0.0,8.8,0.0,0.0,1.2,0.0,3.3,2.6,1.9,5.7,15.2,9.7,9.7,7.8,44.1,5.9,520.0,59300.0
15437,2.45,26917.0,31.3,91.8,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.8,0.8,25.4,4.1,1.6,1.6,9.8,5.7,50.0,5.9,289.0,62500.0
15438,2.19,42500.0,0.0,90.5,0.5,0.5,2.8,0.0,0.0,1.9,0.0,0.0,1.4,0.0,0.9,9.5,3.3,9.5,11.8,63.5,6.0,625.0,43600.0
15439,2.55,59063.0,7.9,89.7,1.1,0.0,0.0,1.1,0.0,0.0,3.6,1.1,2.8,8.2,3.2,7.1,5.3,9.6,7.5,51.6,6.3,575.0,69200.0
15440,2.58,66250.0,0.0,88.3,3.3,0.0,4.4,0.0,0.0,0.0,0.0,6.2,9.1,8.4,3.6,22.3,9.9,9.1,2.9,28.5,6.3,883.0,111000.0
15441,2.73,73750.0,0.0,93.1,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,4.9,25.5,5.9,25.5,3.9,2.0,6.9,25.5,6.3,740.0,132500.0
15442,2.6,76259.0,2.0,73.6,1.8,0.4,2.3,4.5,9.0,8.3,2.0,1.6,8.1,25.4,24.3,17.5,11.4,3.9,1.6,4.2,7.0,851.0,172700.0
15444,2.23,34896.0,0.0,83.3,1.1,0.0,4.3,4.8,0.0,3.4,0.0,0.0,0.2,3.5,7.8,16.1,9.8,5.1,9.8,47.7,6.0,514.0,54900.0
15445,2.27,56750.0,0.0,82.7,0.0,2.7,0.0,3.4,0.0,2.7,0.0,0.0,1.0,13.3,7.1,16.7,8.5,16.0,8.5,28.9,5.5,617.0,73000.0
15446,2.41,60909.0,10.7,88.8,0.8,3.5,3.1,0.4,0.4,0.0,0.0,0.0,8.5,5.2,3.3,21.9,14.6,10.6,13.8,22.1,6.5,663.0,91800.0
15447,2.72,48571.0,10.6,74.8,0.0,6.2,9.1,7.7,1.5,0.0,0.0,3.6,1.1,0.0,4.4,2.9,3.3,10.2,1.1,73.4,6.2,509.0,58100.0
15448,2.28,46250.0,11.1,91.9,1.2,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,11.0,13.3,15.6,5.8,8.1,7.5,38.7,6.3,627.0,61300.0
15449,2.75,43906.0,35.7,67.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,5.6,12.0,34.4,9.6,5.6,1.6,28.8,6.0,700.0,76400.0
15450,2.18,66250.0,0.0,97.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,10.9,12.9,9.9,10.9,5.9,5.0,36.6,6.3,708.0,88300.0
15451,2.44,59914.0,0.0,90.1,2.7,0.7,3.0,1.0,1.1,0.0,0.0,0.6,5.9,7.1,8.1,18.1,13.0,5.9,7.9,33.3,6.4,632.0,96700.0
15453,2.1,44219.0,24.9,90.7,0.9,1.1,2.4,1.5,3.5,0.0,0.0,0.0,1.3,9.1,6.8,9.2,13.5,12.0,7.3,40.7,6.2,593.0,67600.0
15454,2.42,51625.0,16.7,95.2,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,1.2,13.9,13.9,9.1,7.9,8.5,5.5,40.0,6.7,950.0,87400.0
15455,2.45,49211.0,10.8,74.7,2.7,3.0,6.0,3.1,2.4,6.0,0.0,0.3,4.1,8.6,7.0,16.5,12.9,12.1,8.1,30.5,5.7,781.0,114100.0
15456,2.46,58571.0,15.6,79.7,0.0,0.0,8.1,8.1,0.0,0.0,0.0,0.0,4.9,8.1,7.3,16.3,17.9,11.4,2.4,31.7,5.6,704.0,141300.0
15457,2.67,52500.0,2.4,93.9,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.7,4.7,2.0,6.1,25.0,14.2,10.1,8.8,28.4,6.3,853.0,114300.0
15458,2.21,42386.0,14.0,91.4,0.0,0.0,4.5,4.1,0.0,0.0,0.0,0.0,1.2,2.9,14.3,15.5,18.0,7.8,4.1,36.3,6.3,386.0,82700.0
15459,2.38,45417.0,10.8,91.7,0.0,0.5,5.9,0.0,1.0,0.0,0.0,0.0,1.5,2.0,9.8,12.2,7.8,5.9,3.4,57.6,6.0,625.0,48500.0
15462,2.66,48750.0,3.0,91.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,6.6,1.8,9.0,2.4,14.4,28.7,3.0,34.1,6.6,1018.0,87900.0
15463,2.51,50250.0,9.5,96.0,0.0,0.0,0.0,2.3,1.1,0.0,0.0,0.6,5.2,12.1,0.6,9.2,0.0,12.6,7.5,52.3,6.3,738.0,66400.0
15466,2.46,49375.0,0.0,78.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,16.2,8.1,40.5,8.1,0.0,0.0,18.9,6.3,625.0,52500.0
15469,2.29,55837.0,4.7,67.6,1.9,0.8,0.9,6.5,7.7,14.2,0.2,11.2,6.4,3.0,11.0,27.0,18.5,11.4,2.3,9.1,5.8,870.0,138600.0
15470,2.13,44605.0,12.2,89.4,0.0,1.7,8.8,0.0,0.0,0.0,0.0,1.7,2.4,5.6,6.7,14.0,14.2,14.7,6.5,34.3,6.6,600.0,72900.0
15471,2.47,46667.0,0.0,85.7,1.0,0.4,4.6,3.1,1.5,2.4,0.0,1.0,4.5,7.9,9.3,8.3,10.1,9.3,9.4,40.3,6.2,596.0,95900.0
15473,2.3,35742.0,12.4,82.6,0.5,3.2,6.9,1.7,1.8,0.0,0.0,1.8,2.3,3.9,3.5,7.6,7.7,6.3,9.1,57.8,5.9,243.0,48800.0
15475,1.95,30750.0,33.3,82.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,21.1,0.0,8.8,0.0,64.9,5.7,543.0,37300.0
15477,1.83,40156.0,0.0,86.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,1.7,6.8,10.2,16.9,1.7,44.1,5.4,750.0,59000.0
15478,2.11,57083.0,0.0,98.1,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.3,11.0,3.2,18.8,7.8,6.5,7.1,44.2,6.9,675.0,72000.0
15479,2.61,49792.0,0.0,96.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,10.2,3.4,10.2,2.3,4.5,12.5,50.0,5.8,630.0,105400.0
15481,2.38,68750.0,0.0,90.3,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.2,9.7,31.2,1.1,11.8,7.5,3.2,1.1,32.3,6.0,1021.0,139300.0
15483,2.23,64063.0,0.0,71.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,12.8,5.1,17.9,2.6,0.0,2.6,53.8,5.3,531.0,67500.0
15484,2.85,38750.0,5.6,91.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,5.0,0.0,11.3,0.0,1.3,18.8,61.3,6.0,808.0,40800.0
15486,2.48,50000.0,0.0,98.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,13.5,23.6,9.0,3.4,5.6,41.6,6.3,625.0,77500.0
15489,2.22,37898.0,19.2,74.8,1.5,1.5,3.4,1.1,2.0,4.9,0.0,0.0,4.5,3.1,5.4,22.5,15.8,7.1,6.0,35.6,5.3,644.0,53300.0
15491,2.23,44167.0,6.1,85.6,0.5,0.0,0.8,1.8,3.1,0.5,0.0,1.0,0.0,8.7,3.9,13.4,8.0,2.1,8.7,54.2,6.1,570.0,65800.0
15494,2.32,50509.0,7.7,79.1,1.1,0.9,5.4,2.5,2.6,7.5,0.5,4.4,7.6,11.6,10.0,16.0,12.3,12.1,2.0,23.5,5.8,570.0,109000.0
15496,3.37,25833.0,4.3,55.4,19.4,0.0,3.6,8.6,8.6,0.0,1.4,0.7,12.2,12.9,15.8,36.7,12.2,0.7,1.4,5.8,4.8,297.0,51700.0
15498,2.06,31176.0,7.7,91.0,0.8,0.5,0.5,0.0,0.8,0.8,0.0,0.0,0.0,3.5,0.8,12.0,8.4,9.2,9.5,56.5,5.8,582.0,40700.0
15500,3.4,53756.0,0.0,75.9,0.2,2.3,5.0,5.5,1.1,2.7,3.9,0.0,5.0,18.0,6.3,24.5,6.7,10.9,7.6,17.2,5.2,596.0,95100.0
15501,2.24,43250.0,0.0,94.7,0.5,0.0,3.2,0.0,0.0,0.0,0.0,1.1,1.1,0.0,12.1,13.7,10.0,13.7,6.3,42.1,6.1,517.0,59500.0
15502,2.5,41143.0,4.9,71.4,5.7,2.9,5.7,2.9,1.3,6.2,0.2,0.6,3.5,9.8,7.1,15.8,12.8,14.6,13.4,22.2,5.4,722.0,100400.0
15503,2.1,45461.0,13.5,86.6,2.0,0.7,2.0,0.7,5.7,0.0,0.0,0.0,9.0,3.3,4.0,9.9,16.3,9.5,8.1,39.9,6.2,582.0,65000.0
15505,2.32,60589.0,4.4,69.3,5.3,5.4,2.0,3.8,4.3,7.8,0.5,3.8,17.8,12.9,7.4,15.2,12.3,10.6,3.5,16.0,6.0,666.0,146700.0
15506,2.62,55625.0,0.0,88.0,3.8,0.7,0.0,3.8,0.0,0.0,0.0,0.0,0.0,12.0,6.2,15.8,13.4,7.9,9.9,34.9,6.2,671.0,85900.0
15507,2.6,51635.0,4.2,80.2,2.3,0.0,8.4,0.0,2.3,0.0,0.0,2.9,4.5,4.9,8.4,11.1,6.0,2.5,10.3,49.4,6.1,615.0,91600.0
15508,1.96,51750.0,0.0,85.2,3.2,2.6,9.0,0.0,0.0,0.0,0.6,0.0,4.5,9.0,7.1,20.6,11.0,7.1,2.6,37.4,6.4,625.0,67500.0
15510,2.01,34464.0,50.0,94.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,3.8,0.8,13.8,6.2,6.9,2.3,10.0,55.4,5.5,563.0,42900.0
15511,2.18,61667.0,3.2,77.8,2.3,6.5,2.2,4.0,1.2,4.6,3.3,0.3,10.4,8.1,6.5,8.0,5.3,26.8,11.9,19.3,6.2,679.0,125900.0
15512,2.55,43214.0,34.5,81.6,0.0,0.0,0.4,3.1,7.5,0.0,0.0,0.4,7.9,3.9,9.6,13.2,9.2,8.3,7.9,39.5,5.7,692.0,65000.0
15514,2.29,41125.0,15.6,90.6,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,2.1,10.5,3.1,14.1,6.3,9.4,9.9,44.5,6.8,782.0,65900.0
15515,2.11,64375.0,0.0,73.1,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,13.5,26.9,15.4,11.5,7.7,0.0,0.0,25.0,5.5,475.0,105300.0
15516,2.75,48859.0,2.4,60.4,4.4,1.9,2.7,6.6,7.3,9.4,1.3,2.7,7.5,14.3,8.0,18.5,14.6,13.6,8.2,11.4,4.9,686.0,112000.0
15517,2.39,46875.0,21.6,83.9,0.0,1.1,5.7,1.8,1.4,0.0,0.0,2.5,4.3,4.3,6.8,6.8,16.8,4.3,3.6,50.7,6.8,592.0,55700.0
15518,2.06,38056.0,21.2,91.3,1.2,0.8,0.0,0.0,4.3,2.4,0.0,0.0,1.6,11.9,7.9,11.1,7.1,9.5,5.9,45.1,6.3,469.0,60000.0
15520,2.35,66250.0,3.2,85.0,0.5,0.5,6.0,2.0,1.8,0.0,0.5,1.1,11.1,7.3,9.9,35.6,13.7,0.5,0.3,20.0,5.7,861.0,134000.0
15521,2.13,53125.0,9.8,86.2,0.0,5.9,0.0,0.0,0.0,2.0,0.0,2.0,0.7,5.9,3.3,18.4,8.6,15.1,7.2,38.8,5.6,581.0,52500.0
15523,2.59,51838.0,6.5,80.8,0.0,1.4,5.1,1.2,0.0,4.3,0.0,0.7,8.4,5.6,2.8,6.6,18.1,10.2,6.0,41.6,6.2,525.0,92900.0
15524,2.69,49750.0,0.0,93.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,5.4,27.7,7.1,3.6,2.7,51.8,6.3,650.0,85400.0
15525,2.22,40833.0,20.5,79.8,0.0,0.6,1.2,0.0,0.0,3.0,1.2,0.6,7.7,10.7,2.4,13.1,5.4,16.1,10.7,32.1,6.0,569.0,70300.0
15528,1.97,45714.0,0.0,84.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.5,3.3,17.2,9.8,0.8,1.6,63.1,6.1,675.0,45000.0
15529,2.04,53077.0,20.8,86.0,1.0,1.0,2.9,0.0,0.0,0.0,0.0,0.0,3.5,6.7,15.6,18.2,9.2,3.5,1.0,42.4,6.4,607.0,71500.0
15533,2.19,40000.0,6.9,89.9,0.0,0.0,0.9,0.0,0.4,0.0,0.0,0.0,2.2,3.1,8.4,9.3,14.1,11.0,12.3,39.6,5.8,718.0,39300.0
15534,2.48,56000.0,5.6,87.4,0.6,0.0,4.7,2.3,1.1,2.1,0.0,2.3,2.1,2.8,5.8,13.5,16.7,5.6,6.9,44.3,6.7,554.0,83300.0
15535,1.99,51000.0,0.0,94.8,0.0,0.6,0.6,0.0,1.8,0.6,0.0,0.0,7.3,4.9,8.9,4.9,3.1,24.2,15.9,30.9,5.7,555.0,114400.0
15536,2.52,46786.0,2.6,85.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,14.6,8.7,0.0,11.7,8.7,2.9,5.8,45.6,5.9,710.0,71900.0
15538,1.99,36418.0,13.0,81.0,1.2,1.4,3.7,4.7,3.0,3.1,3.0,1.2,0.0,4.1,3.7,10.3,15.1,15.7,9.0,37.9,5.6,481.0,54100.0
15540,2.39,68421.0,0.0,85.2,2.7,1.9,3.0,1.3,1.6,0.4,0.3,0.0,11.2,7.7,4.5,17.0,12.8,5.7,5.1,35.8,6.5,709.0,104000.0
15541,2.46,60673.0,0.0,89.2,2.1,3.8,2.1,1.8,0.6,0.4,0.0,0.8,5.6,7.7,8.0,16.2,10.7,1.5,6.2,43.2,6.6,640.0,95700.0
15542,1.94,48125.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,3.7,11.1,1.9,0.0,3.7,1.9,70.4,6.3,600.0,49400.0
15543,2.27,51509.0,0.0,83.1,5.9,4.2,1.6,1.9,0.5,2.9,0.0,1.2,12.3,7.0,7.8,16.0,15.0,10.4,6.5,23.8,6.1,670.0,109900.0
15544,2.09,49375.0,0.0,94.5,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9.3,1.1,16.5,2.2,5.5,8.2,56.6,6.6,659.0,30400.0
15545,2.61,33125.0,0.0,91.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,5.7,2.8,9.4,4.7,9.4,4.7,59.4,6.0,723.0,52200.0
15548,1.82,31875.0,0.0,95.4,0.9,0.0,0.0,0.0,0.0,0.0,0.0,3.7,6.5,2.8,7.4,7.4,6.5,5.6,12.0,48.1,5.4,600.0,32500.0
15549,2.09,43867.0,12.2,72.0,3.3,1.9,3.0,3.3,4.6,6.0,0.0,0.4,4.6,12.6,6.4,10.9,15.3,8.2,4.3,37.4,5.5,654.0,75700.0
15550,2.24,50163.0,7.8,79.5,1.4,2.8,8.8,4.4,0.3,0.0,0.5,2.3,6.3,6.6,10.2,14.3,13.8,9.8,7.4,28.9,5.8,583.0,90300.0
15551,2.69,39762.0,15.4,43.8,4.4,0.8,15.0,0.0,1.2,3.1,0.0,0.0,0.0,4.6,6.3,42.5,16.9,22.1,5.6,1.9,5.1,633.0,75700.0
15553,2.02,49688.0,0.0,83.8,1.5,0.0,0.0,4.4,5.1,0.0,0.0,0.0,2.9,8.1,0.0,23.5,8.8,16.2,7.4,33.1,5.3,829.0,72800.0
15554,2.31,55000.0,0.0,88.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,5.0,31.7,0.0,5.0,13.3,31.7,6.6,700.0,71300.0
15555,2.45,48382.0,6.4,86.3,0.0,5.0,3.5,2.3,0.0,2.1,2.1,2.9,1.7,2.7,11.3,13.3,3.1,16.3,14.2,32.5,6.0,535.0,66100.0
15557,2.0,33125.0,14.3,71.1,0.6,4.2,0.0,0.0,4.5,2.0,0.0,0.0,5.3,3.4,9.0,22.4,3.4,16.5,13.2,26.9,5.1,558.0,45900.0
15559,1.51,46563.0,21.9,71.0,4.3,7.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,9.7,2.2,30.1,5.4,15.1,7.5,22.6,5.8,610.0,56700.0
15560,1.98,43194.0,16.7,80.4,1.4,3.4,6.8,4.1,0.0,0.0,0.0,0.0,0.0,4.1,6.8,13.5,7.4,6.1,0.7,61.5,5.9,480.0,86100.0
15561,2.25,41250.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,2.7,5.4,8.1,0.0,13.5,1.8,58.6,5.7,510.0,43500.0
15562,2.18,54000.0,0.0,86.4,1.6,0.8,0.0,1.6,0.0,0.8,0.0,1.6,0.0,16.0,8.8,9.6,12.8,16.8,3.2,31.2,5.8,597.0,93800.0
15565,2.32,70536.0,0.0,94.5,0.5,0.5,2.9,0.0,0.0,0.0,0.8,0.8,4.7,8.3,7.0,19.2,11.4,8.1,4.2,35.6,6.3,792.0,122400.0
15566,2.05,50729.0,0.0,75.0,0.8,6.6,3.1,0.7,6.4,4.2,0.0,0.0,6.1,8.6,10.5,13.7,14.7,11.9,6.9,27.5,6.2,726.0,116200.0
15567,2.21,57813.0,0.0,79.3,0.5,4.9,3.2,3.1,0.0,6.6,3.8,12.0,16.2,6.9,5.2,9.4,4.8,13.1,2.5,26.0,5.9,865.0,157400.0
15568,2.52,54688.0,9.9,81.8,2.0,1.4,8.4,1.4,0.0,0.0,0.0,0.0,14.5,11.8,8.1,20.3,9.1,1.7,2.0,32.4,6.3,759.0,137500.0
15572,1.8,32031.0,0.0,81.1,0.0,0.0,6.0,5.6,5.3,0.7,0.0,0.4,3.5,0.7,8.8,14.7,14.4,9.1,12.3,36.1,5.9,579.0,59600.0
15574,2.42,28571.0,0.0,85.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,17.9,3.6,14.3,39.3,6.0,667.0,50000.0
15575,2.34,63000.0,0.0,84.3,1.4,7.1,0.0,0.0,0.0,0.0,0.0,9.3,10.7,9.3,12.1,7.9,17.1,7.1,4.3,22.1,5.9,800.0,113600.0
15576,2.53,53977.0,8.9,71.1,3.9,3.0,6.8,6.6,1.3,7.3,0.0,3.1,15.1,10.0,4.2,15.0,9.5,6.8,6.0,30.1,5.5,624.0,135500.0
15577,2.7,64348.0,0.0,85.9,1.0,5.9,0.0,4.2,0.0,1.4,0.0,2.6,2.4,8.0,12.0,7.1,14.8,5.0,11.6,36.5,6.3,597.0,81400.0
15578,2.16,52500.0,0.0,73.8,1.6,0.8,0.0,0.0,0.0,0.0,0.8,0.0,8.2,5.7,4.9,20.5,10.7,6.6,4.9,37.7,5.5,654.0,72000.0
15579,3.97,40000.0,2.9,82.8,1.4,0.0,0.0,5.7,0.0,0.0,0.0,0.0,1.0,11.0,6.7,31.1,9.6,7.2,4.3,29.2,5.6,606.0,25900.0
15583,2.19,48125.0,43.8,52.8,0.0,0.0,0.0,11.1,30.6,0.0,2.8,0.0,0.0,5.6,0.0,13.9,0.0,5.6,8.3,63.9,5.5,394.0,66700.0
15584,2.64,60368.0,5.6,70.8,15.3,3.6,0.7,6.8,2.2,0.5,2.2,1.9,20.7,4.6,5.6,28.0,10.0,6.3,3.4,17.3,5.5,1125.0,132300.0
15585,2.31,45000.0,0.0,95.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,13.4,19.4,6.6,9.6,12.0,36.3,6.0,531.0,64200.0
15586,2.2,71667.0,8.8,94.2,1.5,0.0,0.9,2.4,0.0,0.0,0.0,0.9,0.9,1.8,0.9,9.2,12.8,13.5,5.8,54.1,7.0,625.0,70300.0
15587,2.98,82893.0,4.8,82.4,6.3,2.9,4.4,2.0,1.5,0.6,0.0,9.7,30.8,12.8,6.5,15.1,10.5,6.2,0.8,7.6,6.0,683.0,158800.0
15588,2.08,44722.0,4.2,66.2,1.1,1.4,11.2,5.2,6.8,7.6,0.5,7.5,10.1,10.1,2.1,19.3,15.3,12.1,1.2,21.9,6.1,687.0,126800.0
15589,2.25,57813.0,0.0,83.6,1.7,1.7,11.0,0.0,0.0,1.0,0.0,2.1,4.8,6.2,8.9,15.4,7.9,6.2,1.5,47.0,5.9,581.0,127000.0
15591,2.4,49583.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,3.4,0.0,2.7,10.2,10.9,8.2,7.5,52.4,6.1,607.0,42800.0
15593,2.38,48333.0,0.0,88.7,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,8.5,4.2,15.5,5.6,3.5,4.2,3.5,54.9,5.9,875.0,78700.0
15594,2.35,42423.0,9.8,71.6,3.0,3.3,3.4,9.3,1.9,6.6,0.0,0.0,2.9,6.3,14.0,18.9,10.8,12.8,10.5,23.8,6.3,643.0,103300.0
15597,2.53,54038.0,2.9,87.2,0.8,2.8,3.1,1.7,0.0,2.2,0.0,0.8,6.3,6.4,6.9,15.7,13.2,8.9,4.2,37.6,6.0,634.0,99100.0
15598,2.49,51094.0,8.3,86.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.5,1.0,4.5,5.0,34.0,15.5,3.5,4.0,30.0,6.4,636.0,77100.0
15601,3.36,19803.0,10.5,60.4,1.2,5.6,12.0,8.4,4.8,0.0,0.0,0.0,4.8,16.8,10.0,36.8,11.6,5.2,0.0,14.8,4.8,463.0,27500.0
15603,2.22,64583.0,0.0,88.4,0.4,5.2,4.8,0.0,0.0,0.0,0.0,0.0,3.6,2.8,8.0,4.8,8.0,12.0,10.0,50.6,6.2,595.0,67900.0
