,ave_household_size,median_income,rental_vacancy_rate,p_units_1_detached,p_units_1,p_units_2,p_units_34,p_units_59,p_units_10,p_units_20,p_built_2014,p_built_2010,p_built_2000,p_built_1990,p_built_1980,p_built_1970,p_built_1960,p_built_1950,p_built_1940,p_built_1930,median_rooms,median_rent,median-value
8303,2.35,43214.0,0.0,86.8,3.1,1.6,6.2,0.0,0.0,0.0,0.0,0.0,3.1,0.0,3.1,3.9,3.1,5.4,6.2,75.2,6.1,880.0,70000.0
8304,2.58,81875.0,0.0,96.8,0.0,1.8,0.0,1.4,0.0,0.0,0.0,4.1,18.7,12.3,4.6,29.7,11.4,6.4,0.9,11.9,5.9,940.0,152300.0
8305,2.23,45929.0,8.8,77.3,2.4,3.7,8.8,1.4,2.2,1.1,0.0,0.0,5.8,9.6,5.4,13.5,15.9,4.0,9.6,36.1,5.8,601.0,95600.0
8306,2.27,42198.0,4.6,71.6,1.1,2.7,6.7,3.3,4.8,6.5,0.0,0.5,11.1,5.5,6.6,15.2,8.4,6.7,6.4,39.6,5.5,587.0,85100.0
8308,1.9,35313.0,10.0,81.0,0.0,1.3,5.2,11.1,0.0,0.0,0.0,0.0,1.3,2.0,5.2,30.1,17.0,11.8,3.3,29.4,5.4,460.0,58000.0
8309,2.14,30893.0,0.0,82.9,0.0,0.0,0.0,10.1,0.0,0.0,0.8,0.0,0.0,5.4,4.7,0.0,11.6,17.1,7.8,52.7,5.5,569.0,50000.0
8312,2.48,43500.0,33.3,87.4,0.0,3.9,0.0,7.8,0.0,0.0,0.0,1.9,1.9,2.9,8.7,23.3,1.9,8.7,7.8,42.7,6.7,425.0,46700.0
8314,2.14,44728.0,0.0,96.0,0.0,0.5,3.2,0.0,0.0,0.0,0.0,0.0,1.1,5.9,8.6,40.9,11.0,12.9,1.1,18.5,6.1,700.0,82000.0
8315,2.59,70772.0,0.0,86.7,0.5,0.0,4.1,6.7,0.8,1.2,0.9,4.1,10.4,8.7,10.6,15.9,10.1,5.7,7.1,26.5,6.7,746.0,157100.0
8317,2.22,47500.0,33.3,87.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,4.2,5.2,10.9,14.1,13.0,1.0,10.4,41.1,6.1,388.0,60000.0
8318,2.73,54500.0,0.0,80.5,0.7,0.5,5.2,2.7,5.2,0.0,0.0,1.4,1.6,10.5,8.2,13.4,20.5,11.1,4.3,29.1,6.0,594.0,115100.0
8319,2.45,49335.0,10.9,65.5,3.5,4.4,4.7,6.6,6.5,6.6,0.2,2.1,9.0,7.5,6.4,14.8,14.4,11.8,6.9,26.9,5.4,733.0,124300.0
8320,1.9,26944.0,0.0,73.2,0.0,0.0,7.2,0.0,0.0,0.0,1.4,0.7,13.0,10.9,5.1,5.8,2.9,1.4,5.8,52.9,5.2,571.0,31300.0
8322,2.21,40625.0,0.0,77.3,0.0,2.7,10.0,8.1,1.4,0.0,0.5,0.0,5.1,5.7,1.4,13.2,11.1,19.7,7.3,35.9,5.9,488.0,69700.0
8323,2.33,43269.0,17.2,52.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,33.0,7.5,21.7,0.0,4.7,0.0,31.1,5.6,563.0,46500.0
8324,2.01,55282.0,0.0,71.1,4.1,6.2,7.5,3.6,2.3,5.2,2.0,1.1,7.1,9.6,6.4,15.2,6.2,7.4,8.2,36.7,6.0,598.0,165700.0
8326,1.99,39500.0,0.0,78.0,0.8,1.6,16.3,0.0,0.0,0.0,0.0,0.8,3.3,2.4,2.4,22.0,2.4,3.3,3.3,60.2,6.4,294.0,65900.0
8327,2.05,40536.0,0.0,93.4,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.8,3.3,0.8,6.6,14.8,4.1,4.9,4.1,60.7,6.3,488.0,79000.0
8328,1.84,56250.0,0.0,89.1,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,14.1,7.8,10.9,12.5,6.3,3.1,0.0,45.3,5.4,525.0,95300.0
8329,2.12,57917.0,0.0,83.7,0.0,1.6,2.4,4.1,0.0,0.0,0.0,0.0,15.1,6.1,17.1,13.9,10.6,3.7,5.3,28.2,6.2,463.0,121900.0
8330,2.61,56932.0,0.0,90.9,0.0,3.6,2.3,3.2,0.0,0.0,0.0,0.0,8.6,2.7,3.6,16.4,5.9,5.9,5.9,50.9,6.4,844.0,88500.0
8331,2.23,33125.0,0.0,87.2,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.0,0.6,45.1,11.6,4.3,7.3,25.6,5.0,525.0,81300.0
8334,2.97,51122.0,8.6,69.8,2.1,6.4,0.9,4.1,5.2,7.4,0.0,0.6,13.9,13.2,5.8,18.3,15.5,8.8,1.7,22.2,5.4,636.0,100200.0
8336,2.4,61384.0,0.0,79.1,3.3,2.8,5.5,4.7,3.1,0.3,2.4,0.4,5.1,10.0,7.0,28.3,11.6,9.3,5.9,20.1,6.0,594.0,157200.0
8338,2.5,49999.0,4.2,64.9,4.7,2.3,2.6,3.1,4.8,15.4,0.6,1.6,7.7,7.0,6.3,12.8,10.6,16.7,8.5,28.3,5.1,797.0,123300.0
8339,2.66,61319.0,14.3,72.6,1.5,0.0,1.9,0.0,7.5,0.0,0.0,0.0,9.7,15.8,6.8,36.7,10.4,4.1,0.5,16.0,5.6,680.0,130200.0
8340,2.38,60107.0,12.1,69.2,5.9,6.0,6.2,4.2,5.3,3.2,0.9,0.6,20.6,7.9,4.0,22.4,10.2,13.8,6.0,13.6,5.8,741.0,145900.0
8341,2.69,63125.0,0.0,89.4,0.0,0.4,1.6,3.1,0.0,0.0,1.6,0.8,6.3,9.4,1.6,11.4,5.9,3.5,2.8,56.7,6.6,908.0,127000.0
8342,2.29,40625.0,0.0,84.5,0.0,0.0,4.3,0.6,0.0,0.0,1.2,0.0,8.7,5.6,2.5,15.5,5.6,8.7,12.4,39.8,5.9,663.0,53800.0
8344,2.74,55000.0,0.0,83.5,0.0,0.0,4.4,0.0,0.0,0.0,0.0,1.1,6.6,7.7,1.1,8.8,2.2,4.4,18.7,49.5,5.8,531.0,52500.0
8345,2.33,80227.0,11.5,81.5,6.0,1.0,6.2,5.4,0.0,0.0,1.3,1.8,20.7,5.4,6.7,14.6,9.3,11.7,4.1,24.6,6.2,615.0,175800.0
8346,2.16,52917.0,0.0,90.7,0.0,2.1,7.2,0.0,0.0,0.0,0.0,2.1,6.2,10.3,1.0,11.3,4.1,3.1,9.3,52.6,5.8,755.0,110800.0
8349,2.37,49844.0,16.9,66.4,0.0,11.8,10.4,5.4,0.0,0.0,0.0,0.0,0.9,13.2,8.6,22.4,8.4,5.7,6.1,34.7,5.5,636.0,90000.0
8350,2.32,48281.0,0.0,95.6,0.0,0.0,1.5,1.1,0.0,0.7,0.0,4.7,5.8,9.5,5.1,13.8,11.6,8.4,8.7,32.4,6.1,661.0,102500.0
8353,2.14,35208.0,7.7,69.7,0.0,3.6,4.8,6.8,0.0,0.0,0.0,1.2,1.6,6.4,2.8,23.1,13.5,17.5,3.2,30.7,5.3,477.0,56500.0
8354,2.08,37847.0,18.6,92.7,1.0,0.0,3.7,0.7,0.0,0.0,0.0,0.0,0.0,1.7,5.3,9.6,6.6,6.6,6.6,63.5,6.2,526.0,45400.0
8355,2.07,32188.0,0.0,72.9,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,2.1,2.1,13.5,32.3,5.2,8.3,0.0,36.5,5.3,497.0,60000.0
8356,2.27,50171.0,7.5,61.8,4.1,7.0,8.1,5.3,3.8,6.8,0.5,4.0,7.0,7.4,5.6,12.9,12.4,12.4,6.3,31.5,5.7,750.0,135800.0
8357,2.23,42708.0,0.0,89.0,1.0,4.3,3.3,0.7,0.0,0.0,0.0,0.0,3.0,3.0,1.0,9.7,12.0,14.4,9.4,47.5,6.1,620.0,56500.0
8359,1.97,35536.0,0.0,77.8,0.0,0.0,8.4,3.6,7.8,0.0,0.0,2.4,2.4,2.4,3.6,24.0,12.6,7.8,1.2,43.7,5.6,502.0,67300.0
8360,2.87,42188.0,0.0,91.4,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,2.5,7.4,8.6,6.2,8.6,9.9,7.4,49.4,6.2,525.0,102500.0
8361,2.73,54688.0,14.0,82.9,1.4,2.3,4.9,2.0,4.3,2.3,0.0,0.0,12.9,8.9,8.3,21.7,12.9,6.6,7.7,21.1,6.0,567.0,143900.0
8362,2.0,54063.0,7.0,85.2,0.0,0.0,12.4,0.6,0.0,0.0,0.0,0.0,2.6,4.5,6.3,12.4,16.3,8.1,6.5,43.3,5.9,473.0,77300.0
8364,2.41,60474.0,14.5,83.2,3.7,5.1,3.2,0.5,4.3,0.0,0.0,0.7,5.9,8.5,8.1,14.9,12.0,16.5,4.1,29.1,6.0,750.0,150500.0
8365,2.24,59364.0,0.0,83.2,0.5,5.2,3.1,1.5,1.6,4.2,0.6,4.8,11.1,9.7,9.0,16.5,11.8,9.5,2.6,24.4,6.5,610.0,153200.0
8366,2.55,63558.0,13.2,91.2,1.9,0.0,0.6,2.6,0.0,1.7,0.0,0.0,3.7,4.8,2.5,13.0,11.1,9.3,6.0,49.5,6.1,490.0,124000.0
8367,2.34,48954.0,13.7,79.3,0.0,5.7,3.8,6.6,0.7,0.8,0.0,0.7,7.6,2.8,8.6,10.6,9.9,13.0,9.2,37.6,6.1,660.0,67800.0
8368,2.56,69464.0,8.9,76.0,6.4,1.9,5.9,0.6,1.3,0.5,0.0,0.8,12.5,12.6,5.3,21.9,6.7,3.7,3.0,33.5,6.8,805.0,136900.0
8369,2.23,43977.0,0.0,95.1,0.0,1.1,3.3,0.0,0.0,0.0,0.0,0.0,3.3,4.4,4.9,10.4,11.0,17.0,5.5,43.4,6.5,672.0,84700.0
8370,2.31,63182.0,0.0,90.1,0.5,3.4,2.3,0.0,0.0,0.0,0.0,0.0,2.1,9.9,6.0,14.3,5.7,7.0,10.6,44.4,6.5,525.0,92000.0
8371,2.3,43688.0,4.7,84.4,1.4,0.0,9.8,3.5,0.0,0.0,0.0,0.0,2.6,0.9,10.4,11.8,11.8,12.7,12.7,37.2,6.1,527.0,73800.0
8374,2.83,47083.0,8.9,80.9,0.6,0.0,0.0,0.0,6.2,0.0,0.0,0.0,6.4,14.5,14.7,22.4,3.7,1.7,5.6,31.1,6.1,763.0,84000.0
8375,1.9,48924.0,18.2,72.0,0.0,2.0,10.0,0.0,0.8,6.0,0.0,1.3,8.3,19.3,3.5,18.8,7.5,8.8,4.5,28.3,5.5,516.0,95800.0
8377,2.11,40313.0,0.0,77.4,0.5,1.3,7.6,0.9,0.0,0.0,0.7,0.0,2.5,8.7,6.3,12.1,2.3,9.6,0.0,57.8,5.3,682.0,55200.0
8378,2.3,50417.0,15.6,83.6,2.3,2.6,4.6,1.0,2.0,0.3,0.0,1.1,3.0,3.0,3.2,23.7,10.9,8.4,4.2,42.5,6.2,658.0,78600.0
8379,2.7,66544.0,0.0,61.3,8.8,7.1,1.3,2.8,14.8,3.9,1.9,4.8,33.4,11.6,6.8,17.9,6.8,6.4,3.8,6.5,5.8,722.0,216300.0
8380,2.23,50260.0,13.3,80.3,0.0,3.4,6.5,2.2,0.0,0.0,1.7,0.0,7.6,6.2,9.6,12.9,7.0,13.2,5.3,36.5,5.9,550.0,78600.0
8381,2.05,49200.0,4.4,80.9,1.6,4.3,3.8,4.6,0.7,2.6,0.0,2.2,2.1,1.9,4.7,15.3,9.5,13.7,6.9,43.8,6.5,656.0,87400.0
8382,2.51,50724.0,0.0,70.2,3.5,0.0,8.5,2.4,0.0,0.5,0.8,0.0,32.7,13.0,4.5,13.0,4.5,4.0,7.4,19.9,5.5,761.0,121900.0
8383,2.14,60000.0,0.0,85.9,3.6,3.2,7.3,0.0,0.0,0.0,0.0,0.0,7.3,4.4,9.3,10.5,19.0,6.9,5.6,37.1,6.2,395.0,124000.0
8385,2.16,58073.0,0.0,99.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,9.6,4.5,9.6,15.3,9.6,40.6,6.5,2.4,5.6,754.0,133400.0
8386,2.61,53750.0,10.2,88.6,1.1,1.1,6.8,0.0,0.0,0.0,0.0,0.0,0.0,1.1,8.0,10.8,12.5,6.8,5.1,55.7,6.5,536.0,61800.0
8388,2.59,61000.0,0.0,86.9,0.0,0.0,6.7,0.0,0.0,2.4,0.0,0.0,9.9,7.5,2.0,9.9,7.9,12.3,12.3,38.1,5.9,750.0,80900.0
8389,2.26,38077.0,0.0,84.8,2.0,0.0,0.0,5.7,5.4,0.7,0.0,0.0,5.1,5.1,8.8,8.1,10.1,10.5,1.7,50.7,6.1,530.0,56700.0
8390,2.87,97833.0,12.6,79.8,4.8,2.3,3.0,10.1,0.0,0.0,0.4,6.3,29.8,27.7,10.4,11.6,2.3,1.8,1.6,8.1,6.7,695.0,202800.0
8391,2.55,53646.0,0.0,90.4,1.8,0.0,0.9,0.0,0.0,0.0,0.0,0.0,3.2,0.9,5.0,8.3,10.6,5.0,5.5,61.5,5.7,669.0,76500.0
8392,2.22,48166.0,19.2,73.6,0.0,3.3,5.2,6.2,1.6,8.8,0.0,0.0,4.0,9.2,3.1,14.2,16.2,13.3,13.3,26.9,5.7,594.0,110000.0
8393,2.62,66544.0,0.0,80.2,5.5,4.4,3.8,1.8,0.4,0.0,0.0,5.2,25.3,9.1,12.1,15.0,4.4,7.6,3.7,17.6,6.4,708.0,162100.0
8394,2.24,47604.0,10.0,86.4,0.5,0.0,7.7,2.1,0.0,0.0,0.0,0.5,3.3,6.4,3.3,19.5,13.1,5.7,9.8,38.3,6.4,550.0,68500.0
8395,2.2,46028.0,0.0,82.0,0.9,1.3,3.5,1.1,2.0,4.3,1.6,0.3,2.8,3.9,7.7,7.9,12.4,18.0,10.0,35.4,5.8,710.0,83400.0
8396,2.45,48651.0,6.3,81.1,3.6,6.6,0.0,1.5,4.1,3.1,0.6,0.7,5.6,3.8,2.9,21.6,15.5,16.4,19.6,13.2,5.3,746.0,105100.0
8397,2.2,45500.0,7.9,92.9,2.6,0.6,2.3,0.0,0.0,0.0,0.0,0.0,2.8,5.7,7.1,12.5,18.8,18.5,7.7,27.0,6.2,685.0,78100.0
8398,1.95,37583.0,0.0,92.3,1.1,0.6,2.1,3.4,0.0,0.0,0.0,0.0,0.6,1.7,5.6,8.8,13.5,12.4,18.6,38.8,5.4,487.0,44000.0
8399,2.29,37143.0,0.0,86.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,22.2,9.7,2.8,2.8,0.0,8.3,43.1,5.7,688.0,62500.0
8400,2.44,62500.0,21.3,78.2,2.3,1.2,2.5,2.9,4.2,2.9,0.0,2.1,10.4,9.8,10.2,18.7,8.1,8.7,1.2,30.8,5.9,673.0,125000.0
8401,2.76,93103.0,0.0,79.5,17.7,0.0,0.8,0.6,1.0,0.0,3.0,11.6,53.8,4.1,3.3,2.0,7.7,5.3,1.8,7.4,7.1,1234.0,213100.0
8402,2.32,36781.0,4.0,64.7,1.6,4.7,8.0,5.0,1.1,6.9,0.0,0.9,10.0,10.9,16.4,4.2,11.4,13.3,4.7,28.2,5.2,658.0,104100.0
8403,2.58,71389.0,0.0,86.6,0.9,5.1,0.5,4.9,2.0,0.0,0.9,10.0,12.2,8.8,6.2,21.0,5.7,6.6,4.5,24.2,6.2,758.0,151800.0
8404,2.37,40833.0,0.0,95.2,0.0,0.8,2.4,0.0,0.0,0.0,0.0,0.0,0.8,3.2,4.8,11.9,2.4,4.0,9.5,63.5,6.9,563.0,81500.0
8405,2.33,36063.0,9.7,75.4,4.6,0.0,7.7,0.0,0.0,0.0,0.0,1.0,2.1,4.1,6.4,20.8,9.5,8.5,0.5,47.2,5.3,521.0,49400.0
8406,2.02,40179.0,22.5,79.9,0.9,1.3,4.9,8.5,0.0,3.1,0.0,0.0,2.7,3.6,7.1,19.2,12.9,13.8,7.1,33.5,5.9,521.0,55800.0
8407,1.88,43333.0,0.0,85.7,0.0,0.0,9.6,0.0,0.0,1.2,0.0,0.0,0.0,3.6,6.0,28.7,9.2,15.1,6.4,31.1,5.7,500.0,75500.0
8408,2.13,33958.0,15.0,69.7,0.0,7.4,4.3,0.4,6.7,2.2,0.0,3.1,3.4,10.5,3.8,14.6,5.4,11.2,4.0,43.9,6.0,652.0,82200.0
8409,2.31,52500.0,0.0,94.4,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,2.5,0.0,3.7,13.0,11.2,17.4,13.0,39.1,6.1,400.0,42400.0
8410,2.18,46667.0,0.0,94.2,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,20.3,5.8,7.2,10.1,52.2,5.4,1188.0,38600.0
8411,2.33,44125.0,0.0,97.0,0.0,1.2,0.0,1.2,0.0,0.0,1.2,0.0,3.0,12.6,2.4,10.8,3.6,14.4,8.4,43.7,6.6,833.0,79800.0
8412,2.87,46875.0,0.0,88.1,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,6.0,3.0,11.9,3.0,17.9,3.0,52.2,7.1,671.0,66000.0
8413,2.53,61250.0,0.0,97.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,5.8,8.8,14.6,13.9,8.0,3.6,36.5,6.4,592.0,83500.0
8414,2.33,45625.0,23.1,92.3,0.7,0.0,2.6,4.4,0.0,0.0,0.0,0.0,1.5,8.8,3.3,14.2,8.0,9.5,5.8,48.9,6.2,485.0,52100.0
8415,1.92,41477.0,0.0,77.6,0.0,0.0,7.9,0.0,3.4,0.0,0.0,1.1,2.8,8.5,7.6,15.9,6.8,10.8,7.1,39.4,5.9,583.0,71600.0
8416,2.14,47198.0,11.4,65.5,3.6,2.2,8.7,10.1,0.8,2.5,0.0,0.6,9.1,9.1,9.6,26.6,11.8,11.9,2.5,18.8,5.4,523.0,95700.0
8417,1.91,48125.0,0.0,81.8,0.0,0.6,4.4,0.0,0.0,0.0,0.0,0.0,4.4,14.5,14.5,9.4,4.4,19.5,3.8,29.6,5.8,656.0,99400.0
8418,2.23,38386.0,6.4,73.7,1.9,2.5,4.5,6.1,3.0,5.7,0.5,1.1,4.3,6.5,3.9,13.0,12.3,18.4,6.1,33.8,5.6,626.0,90500.0
8419,2.28,43631.0,9.5,73.7,2.6,3.0,4.5,3.6,2.0,7.2,0.0,0.9,2.0,3.2,4.3,10.6,8.9,15.1,4.7,50.4,5.5,630.0,80400.0
8420,2.56,66500.0,0.0,93.4,0.0,2.2,0.0,4.4,0.0,0.0,0.0,0.0,6.6,11.0,3.3,18.7,9.9,12.1,3.3,35.2,6.1,700.0,102600.0
8421,2.05,56250.0,0.0,95.5,4.5,0.0,0.0,0.0,0.0,0.0,4.5,2.3,6.8,9.1,2.3,22.7,4.5,2.3,3.4,42.0,4.9,620.0,74600.0
8422,2.73,71875.0,0.0,70.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,26.2,7.7,10.8,4.6,3.1,7.7,23.1,5.3,725.0,88900.0
8423,2.16,38125.0,4.7,89.2,0.0,0.5,1.6,4.8,2.2,1.7,0.0,1.4,7.7,4.8,1.7,14.8,10.5,10.6,8.0,40.5,5.9,608.0,77100.0
8424,2.85,43750.0,0.0,98.6,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,6.4,2.8,0.7,21.3,6.4,14.9,12.1,35.5,5.9,763.0,90700.0
8425,2.81,40625.0,0.0,76.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,8.2,6.2,29.9,5.2,9.3,9.3,25.8,5.1,754.0,69100.0
8426,2.54,44821.0,10.7,75.3,0.3,0.0,8.1,2.7,4.1,0.0,0.0,0.0,8.4,5.4,14.2,31.1,8.4,10.8,3.0,18.6,5.2,568.0,89800.0
8427,3.29,78646.0,0.0,92.9,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,30.4,28.3,14.0,13.3,3.6,3.3,1.3,5.9,6.5,725.0,154500.0
8430,2.4,44750.0,0.0,94.4,2.3,0.0,2.3,0.0,0.0,0.0,0.0,0.6,1.1,2.8,4.0,6.8,10.7,8.5,2.8,62.7,6.6,470.0,62400.0
8431,2.7,53000.0,0.0,79.4,4.4,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,19.1,1.5,11.8,4.4,4.4,52.9,5.4,650.0,60000.0
8433,2.46,32031.0,60.0,82.8,0.0,0.0,0.0,7.5,0.0,0.0,0.0,1.1,1.1,5.4,6.5,14.0,3.2,9.7,2.2,57.0,6.0,850.0,42500.0
8434,2.17,50625.0,5.9,73.1,1.8,0.8,0.0,4.3,2.3,0.0,0.0,0.5,3.3,15.5,4.6,20.1,5.6,13.2,9.9,27.4,6.0,579.0,89300.0
8435,2.4,61071.0,8.9,76.9,2.4,1.8,6.3,1.9,2.3,5.2,1.8,0.0,10.1,4.1,14.1,19.1,10.2,17.4,4.5,18.8,6.3,594.0,133700.0
8436,2.44,51250.0,0.0,88.6,3.4,0.0,0.0,1.7,2.9,0.0,0.0,4.0,2.3,3.4,0.0,5.7,3.4,8.0,2.9,70.3,5.9,563.0,56500.0
8437,2.18,45625.0,20.0,90.7,0.7,1.1,3.3,0.0,0.0,0.0,0.0,0.0,4.1,6.7,3.0,14.1,10.8,6.7,5.6,49.1,5.7,580.0,70600.0
8438,2.24,43000.0,0.0,92.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3.4,14.8,3.4,11.4,4.5,58.0,6.1,738.0,64200.0
8439,2.29,52644.0,13.0,97.2,0.6,0.6,1.6,0.0,0.0,0.0,0.0,0.0,4.3,4.5,6.7,14.6,12.0,15.2,11.0,31.7,6.3,578.0,77700.0
8441,2.99,87375.0,0.0,85.5,1.0,0.7,9.2,3.6,0.0,0.0,3.9,1.4,20.5,17.1,7.7,22.4,13.3,3.9,1.7,8.2,6.9,673.0,187800.0
8442,2.11,50250.0,0.0,85.1,2.1,6.3,3.1,3.4,0.0,0.0,0.0,0.0,7.1,2.1,14.7,25.4,9.2,10.5,11.8,19.4,5.3,542.0,144900.0
8444,2.46,47031.0,0.0,76.2,0.8,0.0,14.7,0.0,0.0,0.0,0.0,0.8,1.6,9.1,3.2,25.4,10.3,10.3,1.6,37.7,6.1,471.0,82200.0
8445,2.03,40417.0,9.1,91.6,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.8,2.7,1.9,11.5,13.7,8.0,9.2,52.3,6.0,486.0,41200.0
8446,2.14,52115.0,7.9,83.7,3.4,0.0,5.4,3.2,3.2,1.0,0.0,0.0,11.1,2.2,6.0,20.0,3.8,12.3,2.4,42.1,5.9,534.0,87700.0
8447,2.61,59805.0,8.6,74.4,3.4,2.2,5.1,6.3,7.2,0.9,0.0,0.3,8.2,10.3,3.7,26.5,20.8,9.1,1.9,19.3,5.7,638.0,137200.0
8448,2.73,68143.0,0.0,86.2,2.0,0.0,9.1,0.0,1.0,0.0,0.0,0.4,6.9,7.3,7.9,9.3,12.8,13.4,3.3,38.8,6.2,588.0,101800.0
8449,2.07,42679.0,0.0,86.3,0.7,0.0,7.2,5.8,0.0,0.0,0.0,0.0,0.7,4.1,2.4,22.0,11.0,11.7,5.5,42.6,5.8,536.0,63100.0
8450,2.15,22375.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,3.5,12.3,14.0,12.3,1.8,52.6,6.1,613.0,39600.0
8451,2.65,60417.0,0.0,95.7,0.0,3.3,0.0,1.1,0.0,0.0,0.0,0.0,19.6,1.1,4.3,23.9,12.0,10.9,5.4,22.8,5.8,688.0,125600.0
8452,2.17,42284.0,0.0,80.5,2.1,3.0,4.9,5.9,3.6,0.0,0.0,1.3,5.9,3.4,4.2,9.7,10.0,11.4,6.8,47.2,5.5,533.0,81700.0
8453,2.14,41563.0,5.0,84.0,0.0,1.9,7.4,3.7,1.2,0.0,0.0,0.0,3.7,10.7,6.7,15.8,5.8,9.5,8.6,39.1,5.9,463.0,66800.0
8455,2.04,32917.0,0.0,83.7,0.0,0.0,11.6,2.7,0.7,1.4,0.0,0.0,0.0,2.7,14.3,8.2,12.9,8.2,4.1,49.7,6.6,523.0,68900.0
8456,2.62,45893.0,5.6,90.2,0.0,0.0,1.0,6.4,0.0,0.0,0.0,0.0,3.1,3.1,2.6,9.8,12.3,6.9,11.8,50.4,6.1,633.0,59500.0
8457,2.77,63750.0,0.0,90.9,0.0,2.4,3.2,3.6,0.0,0.0,0.0,0.0,3.2,12.3,0.4,13.1,6.0,13.5,7.1,44.4,6.6,700.0,111200.0
8458,2.33,32188.0,0.0,86.9,0.0,0.0,8.0,0.7,0.0,0.0,0.0,0.7,4.4,11.7,8.0,11.7,0.7,12.4,6.6,43.8,5.3,525.0,24100.0
8459,2.43,51000.0,0.0,86.0,0.0,0.0,2.2,6.6,0.0,0.0,0.0,0.0,6.6,6.6,8.7,24.0,7.9,1.3,5.7,39.3,5.9,680.0,103400.0
8460,2.49,76806.0,0.0,79.0,5.4,0.0,1.0,4.2,5.5,0.0,4.6,12.9,35.0,4.6,3.1,11.9,11.0,6.8,0.4,9.5,5.6,639.0,200800.0
8462,2.17,63250.0,0.0,84.4,3.9,0.0,1.1,1.1,3.4,2.2,0.0,1.1,6.1,7.3,11.2,20.1,17.3,7.3,4.5,25.1,5.8,573.0,70000.0
8463,1.97,32500.0,0.0,84.5,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,2.1,2.1,2.1,14.4,0.0,4.1,17.5,57.7,5.9,604.0,27500.0
8465,2.66,57500.0,0.0,85.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,11.3,2.8,13.2,2.8,8.5,3.8,50.9,6.4,570.0,73300.0
8466,2.01,44107.0,0.0,87.2,0.5,2.4,4.5,2.6,1.2,0.0,0.0,1.2,2.3,3.8,1.6,7.7,9.3,9.6,7.3,57.2,6.0,447.0,80300.0
8467,2.0,42931.0,15.5,78.3,0.5,3.1,8.6,6.5,1.6,1.3,0.0,0.0,5.0,9.9,7.3,9.1,13.2,14.3,7.1,34.2,5.9,497.0,84300.0
8470,2.71,92250.0,0.0,62.3,17.3,3.2,0.9,1.1,5.8,6.8,9.0,18.8,26.9,12.8,16.9,9.0,5.4,0.0,0.0,1.2,5.8,1007.0,199700.0
8471,2.07,44525.0,3.9,64.2,4.4,7.2,6.4,5.6,5.0,4.8,0.0,0.9,7.1,9.4,11.0,12.0,15.5,12.5,2.8,28.9,5.7,704.0,133800.0
8472,2.48,44000.0,0.0,89.3,1.3,3.4,2.3,2.4,1.3,0.0,0.0,0.0,6.8,3.6,5.8,13.3,8.6,9.8,4.1,47.9,6.2,557.0,78300.0
8473,2.2,58409.0,1.8,84.9,2.0,0.4,4.9,2.9,0.0,2.9,0.4,0.8,7.1,11.9,6.6,15.1,9.2,14.1,8.3,26.6,6.2,601.0,113900.0
8475,1.97,36667.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,3.3,10.0,6.7,73.3,6.3,625.0,65000.0
8476,2.33,44750.0,10.4,78.2,1.4,1.2,5.9,8.0,3.2,0.8,0.0,0.5,4.2,1.6,5.5,13.9,8.6,12.2,9.4,44.1,5.4,606.0,87200.0
8477,1.93,40610.0,5.7,70.6,1.8,7.1,10.5,0.9,0.0,2.9,0.0,0.0,7.1,11.2,5.0,11.9,11.7,8.9,6.8,37.3,5.2,566.0,141400.0
8478,2.82,61875.0,0.0,98.2,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,6.3,5.4,5.4,9.9,12.6,18.9,9.9,31.5,6.2,600.0,84000.0
