,poverty,ave_household_size,p_highschool_plus,p_bachelors_plus,p_native_born,p_unemployed,p_occ_business_science_art,p_occ_service,p_occ_sales_office,p_occ_resources_construction,p_occ_production_transport,med_household_income,mean_household_income,p_household_owner_occupied,p_household_renter_occupied,p_grapi_15,p_grapi_15-19.9,p_grapi_20-24.9,p_grapi_25-29.9,p_grapi_30-34.9,p_grapi_35,total_pop,p_race_white,p_race_black,p_race_am_indian,p_race_asian,p_race_nat_hawaiian_pac_islander,p_race_other,p_race_hispanic
7631,1.0,2.37,86.8,10.2,99.0,6.2,21.9,13.4,29.6,7.6,27.5,42829.0,48036.0,68.2,31.8,13.9,7.4,11.9,2.2,15.2,49.4,5920,96.3,4.0,0.5,1.4,0.3,3.0,5.9
7632,1.0,2.41,87.1,14.4,98.8,2.4,23.7,21.0,26.0,14.1,15.3,40952.0,46314.0,84.1,15.9,15.7,17.6,5.9,35.3,5.9,19.6,893,98.7,0.3,0.0,1.2,0.0,0.7,0.7
7633,0.0,2.3,83.3,12.3,93.9,5.3,22.0,18.2,18.1,4.1,37.6,35852.0,52101.0,65.6,34.4,14.3,33.5,9.3,16.8,9.3,16.8,1366,97.2,0.1,2.3,1.2,0.0,2.7,11.8
7634,1.0,2.8,88.4,11.2,99.4,3.7,16.7,10.9,21.8,5.8,44.9,49750.0,54679.0,73.8,26.2,36.7,40.0,0.0,0.0,6.7,16.7,342,95.9,0.0,0.3,0.0,0.0,3.8,4.1
7635,0.0,3.1,96.7,37.1,98.5,3.3,40.5,12.6,25.1,8.0,13.7,82500.0,88421.0,83.7,16.3,33.3,8.3,22.6,6.5,4.8,24.4,3187,96.9,0.9,0.7,1.3,0.0,2.2,2.8
7636,0.0,2.6,88.7,0.7,99.1,5.7,9.0,22.0,27.0,11.0,31.0,46875.0,54573.0,74.1,25.9,9.5,9.5,42.9,19.0,4.8,14.3,221,99.1,0.0,0.0,0.9,0.0,0.0,0.0
7637,0.0,2.36,85.8,14.3,99.4,8.4,24.9,9.6,20.4,9.6,35.4,38929.0,46290.0,65.5,34.5,12.3,10.0,3.1,15.4,26.2,33.1,990,100.0,0.9,2.5,0.0,0.0,0.0,0.7
7638,1.0,2.59,76.9,21.9,85.0,5.2,25.4,15.0,21.1,8.6,29.9,46055.0,55375.0,55.5,44.5,17.5,13.1,13.6,12.2,9.8,33.8,33583,91.9,4.1,0.7,2.2,0.2,4.6,30.0
7639,0.0,2.15,84.4,15.8,98.1,7.5,23.9,20.8,17.6,7.6,30.0,39550.0,49773.0,53.5,46.5,11.3,6.0,25.0,18.5,6.0,33.3,829,99.4,0.0,0.0,0.6,0.0,0.0,0.0
7640,1.0,2.54,96.8,17.3,99.8,3.6,24.4,19.6,25.4,7.9,22.7,50167.0,62518.0,82.7,17.3,28.4,6.8,10.2,4.5,0.0,50.0,1471,98.4,3.5,0.0,0.8,0.0,0.3,2.6
7641,0.0,2.54,87.1,6.3,99.8,9.5,18.8,13.1,19.1,9.2,39.8,45833.0,50189.0,71.2,28.8,34.3,9.0,4.5,34.3,3.0,14.9,803,97.0,5.5,0.0,0.0,0.0,1.1,2.4
7642,0.0,2.94,96.6,52.7,92.1,3.5,52.2,9.8,24.1,4.7,9.2,100182.0,131022.0,95.5,4.5,33.2,17.6,15.8,13.2,1.0,19.2,30717,89.0,4.3,0.3,7.8,0.2,0.3,2.6
7643,1.0,2.25,88.0,17.8,96.8,4.9,28.3,20.1,21.5,4.6,25.6,46029.0,58373.0,51.4,48.6,28.5,6.7,17.3,16.2,6.3,25.0,10426,94.7,3.3,0.5,2.8,0.1,0.6,3.7
7644,0.0,2.33,97.3,28.1,100.0,6.7,37.2,20.7,25.8,3.6,12.6,56302.0,69317.0,78.2,21.8,45.4,11.3,24.6,0.0,0.0,18.8,4537,96.4,2.0,0.0,0.0,0.0,1.5,2.0
7645,0.0,2.35,91.1,21.8,98.0,5.4,32.6,14.6,26.6,10.5,15.7,52130.0,60664.0,58.2,41.8,14.7,9.9,15.7,15.0,4.9,39.9,21565,97.6,1.0,0.3,1.3,0.3,0.2,2.0
7646,1.0,2.96,90.4,6.8,100.0,14.8,37.0,8.7,30.4,8.7,15.2,33750.0,36602.0,76.0,24.0,0.0,16.7,0.0,16.7,0.0,66.7,148,99.3,0.0,0.7,0.0,0.0,0.0,0.0
7647,0.0,2.36,90.0,20.3,97.6,3.7,27.9,14.4,16.5,4.7,36.5,50781.0,59478.0,57.7,42.3,18.7,20.1,14.0,16.9,8.9,21.4,12056,95.3,1.3,0.4,2.8,0.0,1.1,2.0
7648,1.0,2.63,83.5,10.1,99.3,5.9,17.6,17.6,24.4,11.9,28.4,42083.0,48938.0,73.9,26.1,15.8,2.6,36.8,5.3,0.0,39.5,403,96.5,1.2,3.0,0.7,0.0,0.0,3.2
7649,0.0,2.37,89.3,16.2,99.7,5.3,27.2,15.0,25.3,5.6,26.9,47283.0,59307.0,72.2,27.8,7.8,24.7,16.6,12.0,11.0,27.9,2626,99.5,0.8,0.4,0.5,0.0,0.0,1.7
7650,0.0,2.9,96.5,20.2,99.9,4.7,24.1,16.8,33.3,11.3,14.5,62353.0,74096.0,84.2,15.8,50.0,42.9,0.0,0.0,0.0,7.1,696,98.4,0.0,1.9,0.0,0.0,0.0,0.1
7651,0.0,2.57,91.1,29.4,92.2,5.0,37.2,16.3,26.5,7.8,12.2,55274.0,70416.0,57.6,42.4,11.5,17.6,15.3,11.8,7.4,36.5,55459,87.1,4.5,0.5,6.1,0.0,2.9,6.1
7652,1.0,2.29,80.6,2.4,99.3,11.6,14.8,31.1,6.6,32.8,14.8,29615.0,39439.0,86.4,13.6,0.0,83.3,0.0,0.0,0.0,16.7,151,100.0,0.0,0.0,0.0,0.0,0.0,0.0
7653,0.0,2.5,93.0,18.8,95.6,7.2,24.5,18.4,27.2,9.7,20.2,57452.0,67290.0,65.8,34.2,15.0,19.4,7.3,8.7,9.7,39.8,16468,75.5,16.4,0.2,2.1,0.0,8.0,15.9
7654,1.0,2.86,87.1,12.4,96.2,7.3,22.1,26.8,14.0,14.0,23.0,43197.0,50815.0,20.4,79.6,27.8,18.3,17.5,7.8,3.3,25.3,2499,83.4,11.2,1.4,1.1,0.0,4.9,7.8
7655,0.0,2.46,93.5,22.1,99.6,6.1,29.7,21.8,19.5,7.5,21.6,43393.0,52821.0,74.2,25.8,12.6,19.8,11.4,15.0,17.4,24.0,1621,98.8,1.7,0.7,0.0,0.1,0.0,0.2
7656,0.0,2.2,92.9,20.8,98.7,4.9,24.7,16.3,21.4,8.1,29.4,50000.0,64694.0,73.3,26.7,9.1,26.9,3.4,21.1,23.4,16.0,1516,98.2,0.2,3.5,0.6,0.0,0.4,0.4
7657,1.0,2.84,81.8,11.3,98.1,9.4,21.9,13.8,17.9,11.0,35.4,41875.0,46433.0,73.2,26.8,15.5,3.4,31.0,5.2,12.1,32.8,721,97.6,0.8,1.7,0.8,0.0,0.7,1.7
7658,1.0,2.7,80.3,14.0,88.7,9.5,22.3,21.2,23.6,10.2,22.7,44427.0,53796.0,59.7,40.3,10.6,16.0,11.2,13.0,7.8,41.4,77827,54.7,23.1,1.3,1.7,0.1,23.1,36.6
7660,1.0,2.49,88.4,14.3,97.7,9.0,31.7,23.6,19.6,5.9,19.2,45043.0,54387.0,54.6,45.4,25.1,8.0,18.9,17.3,1.6,29.2,3483,94.3,6.1,0.2,0.1,0.0,0.1,1.6
7661,1.0,2.18,87.4,9.6,100.0,10.0,21.0,24.7,16.0,13.6,24.7,43125.0,51901.0,68.7,31.3,36.0,0.0,0.0,0.0,0.0,64.0,181,100.0,0.0,0.0,0.0,0.0,0.0,3.9
7662,0.0,2.99,71.7,15.6,100.0,1.4,30.0,8.3,27.5,12.1,22.1,59255.0,66111.0,79.3,20.7,49.1,36.0,0.0,0.0,0.0,14.9,1649,99.5,0.5,0.0,0.0,0.0,0.0,1.0
7663,0.0,2.17,88.5,10.4,100.0,1.6,30.7,16.3,22.2,4.0,26.7,52500.0,56843.0,73.3,26.7,40.9,8.0,2.3,13.6,8.0,27.3,716,99.6,0.1,1.0,0.0,0.0,0.0,0.7
7664,1.0,3.11,88.4,25.8,100.0,0.0,20.3,26.5,32.1,21.1,0.0,52083.0,67562.0,96.5,3.5,0.0,0.0,0.0,0.0,0.0,100.0,790,100.0,0.0,0.0,5.4,0.0,0.0,0.0
7665,1.0,2.34,85.0,9.9,98.6,8.1,22.6,17.0,19.1,10.1,31.2,36136.0,46945.0,72.5,27.5,14.3,14.3,8.2,11.6,10.1,41.5,6002,99.4,1.2,1.3,0.4,0.0,0.0,2.5
7666,1.0,2.79,88.8,13.5,99.0,4.0,29.9,12.0,12.0,10.2,35.9,50625.0,52975.0,80.1,19.9,0.0,14.3,28.6,7.1,0.0,50.0,421,100.0,0.0,1.4,0.0,0.0,0.0,0.0
7667,1.0,2.7,90.2,2.7,100.0,1.1,19.6,8.7,18.3,18.7,34.7,44000.0,49981.0,85.0,15.0,31.8,31.8,0.0,0.0,0.0,36.4,902,100.0,0.0,0.0,0.0,0.0,0.0,0.0
7668,0.0,2.34,94.5,19.0,99.8,2.0,29.5,11.5,21.6,12.6,24.8,63056.0,71630.0,79.0,21.0,16.0,32.8,9.9,19.1,6.1,16.0,1471,99.1,0.7,0.0,0.0,0.0,0.5,0.7
7669,0.0,4.09,100.0,3.7,99.2,5.2,7.5,7.5,36.8,6.6,41.7,55375.0,56209.0,70.2,29.8,0.0,0.0,0.0,0.0,0.0,100.0,1112,86.1,12.3,1.6,0.0,0.0,0.0,8.9
7670,1.0,2.2,92.7,7.3,100.0,2.5,17.7,10.8,17.7,19.0,34.8,45833.0,65991.0,96.8,3.2,0.0,100.0,0.0,0.0,0.0,0.0,339,96.8,3.8,2.9,0.0,0.0,0.0,1.2
7671,1.0,2.77,89.6,13.2,99.2,9.8,27.8,19.6,13.5,18.5,20.7,54375.0,63830.0,71.7,28.3,12.3,21.9,23.6,4.1,2.5,35.6,3968,92.4,7.6,0.0,0.0,0.0,0.0,9.2
7672,0.0,2.58,89.9,15.7,99.4,3.4,28.6,18.2,25.3,15.1,12.8,59297.0,63999.0,70.2,29.8,19.3,12.5,31.8,0.0,9.1,27.3,1949,100.0,0.0,0.0,0.0,0.0,0.0,0.0
7673,0.0,1.27,100.0,45.5,100.0,0.0,0.0,36.0,64.0,0.0,0.0,41250.0,34004.0,65.4,34.6,100.0,0.0,0.0,0.0,0.0,0.0,33,100.0,0.0,0.0,0.0,0.0,0.0,0.0
7674,0.0,2.56,95.9,25.4,99.8,6.5,37.1,11.4,27.8,12.5,11.2,65500.0,81234.0,93.2,6.8,0.0,0.0,86.1,0.0,0.0,13.9,3000,99.3,0.0,0.7,0.0,0.0,0.0,1.2
7675,0.0,3.07,95.4,37.6,98.9,4.5,42.1,12.6,17.5,14.8,12.9,101979.0,137748.0,89.8,10.2,68.7,0.0,0.0,0.0,0.0,31.3,5344,98.5,0.7,1.4,0.0,0.0,0.6,4.1
7676,0.0,2.4,93.1,26.7,94.1,5.5,32.4,17.2,24.8,9.4,16.2,62345.0,73803.0,78.4,21.6,15.5,17.4,19.7,10.8,7.2,29.3,22938,87.0,5.1,0.5,2.5,0.4,8.0,15.5
7677,0.0,2.79,95.7,33.3,99.0,2.9,44.7,10.1,23.5,4.7,17.0,71742.0,85980.0,94.2,5.8,0.0,0.0,32.4,0.0,67.6,0.0,4539,99.1,0.4,0.0,0.5,0.0,0.0,0.0
7678,1.0,2.43,91.7,9.6,99.5,8.2,23.0,9.4,25.1,15.3,27.2,43382.0,61267.0,79.4,20.6,20.9,9.3,4.7,0.0,32.6,32.6,578,98.6,0.0,3.1,0.0,0.0,0.0,0.5
7679,0.0,2.47,97.2,19.6,100.0,4.9,14.0,14.0,33.3,13.8,24.9,47039.0,84839.0,89.4,10.6,0.0,15.8,57.9,13.2,0.0,13.2,888,99.3,0.7,1.6,0.0,0.0,0.0,2.3
7680,0.0,2.53,89.9,21.5,97.2,7.8,31.7,19.0,22.6,9.1,17.5,58366.0,68836.0,75.1,24.9,15.0,13.8,16.9,14.4,7.5,32.4,28573,86.8,8.7,1.1,1.7,0.1,4.0,11.8
7681,1.0,2.5,91.7,16.2,99.3,3.0,21.2,20.1,17.0,3.4,38.2,47885.0,47278.0,64.3,35.7,21.2,6.1,16.7,24.2,13.6,18.2,734,98.6,0.0,0.0,1.4,0.0,0.0,1.5
7682,1.0,2.89,83.2,5.7,100.0,2.6,14.5,24.0,17.2,13.6,30.8,41583.0,48842.0,80.1,19.9,35.5,9.7,19.4,0.0,3.2,32.3,494,100.0,0.0,0.6,0.0,0.0,0.0,0.8
7683,0.0,2.61,95.4,42.0,99.0,2.9,44.9,9.9,24.0,5.7,15.6,83021.0,88773.0,94.4,5.6,23.1,0.0,69.2,0.0,0.0,7.7,609,97.4,3.3,0.5,0.8,0.0,0.3,0.5
7684,0.0,2.84,91.6,12.6,99.3,4.5,21.6,22.8,27.7,6.7,21.3,47083.0,51669.0,75.7,24.3,23.5,15.8,26.2,7.1,0.0,27.3,2400,99.3,1.7,0.0,1.7,0.0,0.4,1.1
7686,1.0,2.81,91.8,14.4,98.3,5.6,21.7,15.7,19.6,14.7,28.3,50000.0,51428.0,74.0,26.0,18.8,27.1,4.2,6.3,0.0,43.8,584,99.3,0.7,0.3,0.2,0.0,0.2,3.3
7687,0.0,2.26,91.0,15.3,100.0,24.7,28.2,4.5,30.0,24.0,13.2,47549.0,51342.0,94.8,5.2,0.0,0.0,0.0,0.0,0.0,100.0,1257,100.0,0.0,0.0,0.0,0.0,0.0,0.0
7688,0.0,2.84,96.3,28.9,96.8,1.8,38.9,14.5,25.7,7.2,13.6,74575.0,91876.0,92.1,7.9,31.1,0.0,0.0,0.0,16.9,52.0,6857,93.5,6.0,2.8,2.7,0.0,0.3,3.7
7689,1.0,2.73,79.0,15.2,87.6,3.6,27.7,14.3,20.7,8.0,29.3,48984.0,62629.0,60.6,39.4,13.2,20.2,13.7,6.2,19.2,27.4,6633,82.3,3.6,1.0,1.7,0.0,14.3,24.1
7690,0.0,2.39,86.5,15.5,97.6,5.0,21.2,18.8,22.5,8.7,28.9,42302.0,51370.0,64.8,35.2,17.2,10.2,11.7,14.0,14.8,31.9,17214,96.0,1.8,0.6,1.6,0.1,0.9,3.2
7691,1.0,2.42,79.9,6.3,100.0,5.3,23.4,27.3,10.4,11.7,27.3,30625.0,38024.0,74.6,25.4,18.4,2.6,18.4,6.6,19.7,34.2,723,99.4,0.0,0.6,0.0,0.0,0.0,0.0
7692,0.0,2.94,89.5,1.7,100.0,7.6,0.0,21.1,21.9,32.2,24.8,60455.0,58182.0,38.5,61.5,11.0,69.5,0.0,11.9,0.0,7.6,564,100.0,0.0,0.0,0.0,0.0,0.0,0.0
7693,1.0,2.51,85.5,29.7,90.7,8.1,34.8,17.8,25.0,7.3,15.1,44709.0,63698.0,53.4,46.6,10.5,12.3,12.7,11.4,9.3,43.8,853431,64.4,30.2,0.9,3.5,0.1,4.1,10.1
7694,1.0,2.48,89.5,20.0,98.4,0.0,42.9,22.2,23.8,1.6,9.5,60000.0,77273.0,78.8,21.2,18.2,0.0,27.3,0.0,0.0,54.5,129,72.1,4.7,22.5,0.8,0.0,0.0,0.0
7695,1.0,2.8,87.8,13.9,98.5,4.7,33.8,18.5,21.6,8.2,17.9,45577.0,54805.0,78.6,21.4,0.0,5.9,16.0,24.3,12.4,41.4,2388,95.9,6.2,1.8,0.0,0.2,0.7,3.1
7697,1.0,2.46,92.7,24.6,99.6,7.4,32.1,19.2,20.5,11.0,17.2,50833.0,72967.0,63.0,37.0,15.3,9.6,4.5,12.7,12.7,45.2,1044,100.0,0.0,0.4,0.0,0.0,0.0,0.3
7698,1.0,2.78,82.5,10.6,99.4,4.1,24.7,20.3,17.5,11.1,26.5,32215.0,43885.0,65.6,34.4,13.6,11.7,12.6,16.5,11.2,34.5,1851,100.0,0.0,0.0,0.0,0.0,0.0,5.0
7699,0.0,2.37,88.4,24.9,94.2,3.8,33.2,15.8,24.1,6.4,20.4,55878.0,77946.0,72.5,27.5,19.8,16.7,14.4,13.0,8.5,27.6,15716,94.8,1.1,0.1,0.8,0.0,3.5,8.1
7700,0.0,2.54,90.7,21.1,96.7,6.3,31.2,17.6,25.9,5.6,19.7,52861.0,65161.0,70.2,29.8,16.1,12.9,17.2,14.1,10.6,29.2,46840,84.8,17.0,0.8,1.6,0.3,0.4,5.2
7701,1.0,2.29,82.7,11.7,99.5,7.5,22.6,16.3,23.1,8.0,30.1,36905.0,45189.0,76.0,24.0,4.3,17.1,20.0,2.1,1.4,55.0,1364,99.1,2.2,0.0,0.0,0.0,0.7,2.1
7702,1.0,2.88,87.0,11.0,99.0,8.2,23.6,7.9,27.0,21.3,20.2,54375.0,62582.0,83.6,16.4,27.3,18.2,0.0,0.0,54.5,0.0,210,100.0,0.0,1.9,0.0,0.0,0.0,11.9
7703,1.0,2.54,85.3,8.9,100.0,10.4,21.7,15.9,8.7,8.7,44.9,49250.0,55146.0,77.0,23.0,20.0,8.0,20.0,8.0,12.0,32.0,320,100.0,0.0,0.6,0.0,0.0,0.0,0.9
7704,1.0,2.27,84.3,12.9,97.0,7.2,26.3,14.4,12.5,5.4,41.4,37232.0,47133.0,57.1,42.9,19.8,11.2,10.6,13.1,16.5,28.7,9592,97.6,1.2,1.3,1.2,0.0,0.5,4.0
7705,1.0,4.03,85.1,8.6,98.3,8.8,22.7,16.6,24.9,12.7,23.1,51429.0,52655.0,80.7,19.3,8.3,16.7,0.0,16.7,8.3,50.0,604,96.9,21.2,0.0,0.0,0.0,0.0,7.3
7707,1.0,2.46,85.1,10.9,96.0,8.0,18.1,14.7,23.6,14.7,28.9,44083.0,52368.0,57.6,42.4,16.0,17.7,19.0,7.1,10.2,29.9,1911,96.3,2.0,2.1,0.6,0.0,2.5,9.9
7708,1.0,2.18,83.0,10.0,100.0,8.6,14.9,11.9,20.9,7.2,45.1,30000.0,34517.0,77.1,22.9,25.0,9.1,0.0,13.6,27.3,25.0,580,100.0,0.0,0.7,0.0,0.0,0.0,0.5
7709,0.0,2.93,81.2,5.3,96.3,14.1,13.2,18.8,2.4,0.0,65.5,61750.0,60416.0,71.7,28.3,100.0,0.0,0.0,0.0,0.0,0.0,547,93.6,0.0,1.6,0.0,0.0,6.4,20.1
7710,1.0,2.36,74.7,7.0,98.6,5.8,11.1,23.7,13.7,12.2,39.3,37031.0,46974.0,45.6,54.4,22.0,7.3,16.3,6.5,29.3,18.7,570,99.6,0.4,3.0,0.0,0.0,0.0,5.6
7711,0.0,2.53,85.7,1.3,96.6,0.0,13.5,23.4,8.1,23.4,31.5,70625.0,64940.0,79.0,21.0,35.3,0.0,29.4,0.0,0.0,35.3,205,94.6,0.0,0.0,0.0,0.0,5.4,7.3
7712,1.0,2.73,75.6,6.2,98.8,11.9,13.0,27.7,11.5,6.2,41.6,33984.0,42769.0,66.7,33.3,9.3,12.4,8.7,16.1,2.5,50.9,1370,89.8,10.0,1.7,0.0,0.9,2.9,3.9
7713,1.0,2.63,86.9,16.9,98.2,4.4,25.5,18.3,22.2,12.4,21.6,46719.0,52110.0,64.7,35.3,31.1,10.1,9.2,23.5,3.4,22.7,886,97.1,1.6,0.2,1.8,0.0,0.0,1.4
7714,1.0,2.51,89.8,16.8,100.0,4.5,28.5,19.3,26.0,5.2,20.9,44279.0,50226.0,58.7,41.3,20.7,15.9,19.8,4.0,3.7,36.0,2103,99.5,1.2,0.1,0.0,0.0,0.0,1.9
7715,0.0,2.14,87.1,10.3,98.1,5.4,16.6,19.3,21.6,4.4,38.2,51688.0,55192.0,81.5,18.5,31.9,42.6,0.0,4.3,4.3,17.0,684,97.8,1.9,0.4,0.6,0.0,0.6,0.6
7716,1.0,2.52,76.8,7.3,99.1,11.7,17.8,27.9,18.5,6.3,29.5,33709.0,48825.0,55.2,44.8,23.0,15.8,13.5,11.8,10.8,25.1,3520,98.8,0.1,0.0,0.0,0.0,1.3,5.3
7717,1.0,2.25,86.9,17.3,97.5,7.1,25.1,21.1,20.5,7.8,25.5,41366.0,55147.0,60.7,39.3,20.1,13.4,11.8,7.9,8.2,38.5,57941,86.7,11.9,0.9,1.8,0.1,1.3,3.8
7718,0.0,2.44,79.7,16.4,96.9,9.4,19.9,14.5,22.7,10.7,32.2,42750.0,48984.0,84.8,15.2,50.8,0.0,0.0,12.7,0.0,36.5,1521,94.1,0.8,1.1,5.1,0.0,0.0,5.3
7719,0.0,2.42,89.9,19.4,98.1,5.0,36.3,9.5,28.3,10.1,15.8,62014.0,68166.0,79.3,20.7,17.8,4.3,14.7,11.0,6.1,46.0,1950,99.5,1.2,0.4,0.0,0.0,0.2,3.2
7720,0.0,2.4,73.3,0.0,100.0,0.0,10.0,10.0,30.0,20.0,30.0,43125.0,43267.0,66.7,33.3,0.0,20.0,0.0,60.0,0.0,20.0,36,100.0,0.0,0.0,0.0,0.0,0.0,8.3
7721,0.0,2.44,92.7,10.1,98.9,13.3,19.4,13.0,30.0,21.5,16.2,50000.0,63578.0,73.9,26.1,31.6,0.0,0.0,10.5,0.0,57.9,552,99.1,2.0,0.0,0.0,0.0,0.0,0.4
7722,1.0,2.76,93.0,9.8,99.8,6.8,23.5,18.7,23.9,7.5,26.4,46694.0,54581.0,73.1,26.9,19.6,23.4,5.6,8.4,9.3,33.6,1210,99.1,0.8,0.0,0.0,0.6,0.0,1.9
7723,1.0,2.27,87.6,24.5,92.9,6.6,31.0,19.1,21.9,7.1,20.9,43894.0,54473.0,46.6,53.4,13.4,13.3,14.0,11.5,10.1,37.6,72174,87.3,9.9,0.9,1.7,0.0,2.6,12.2
7724,0.0,1.98,90.4,11.3,99.4,4.5,26.8,20.6,23.2,6.2,23.2,45000.0,50844.0,74.0,26.0,11.1,24.7,18.5,0.0,0.0,45.7,779,97.3,0.8,0.4,0.0,0.0,1.5,2.1
7725,0.0,2.41,78.8,8.1,91.5,6.4,13.7,19.3,11.1,11.9,44.1,41951.0,50533.0,64.4,35.6,21.2,8.3,23.6,7.0,9.1,30.8,2802,99.6,0.5,3.3,0.3,0.0,0.2,16.6
7726,1.0,2.7,76.8,5.3,100.0,6.1,9.6,16.5,17.0,15.7,41.3,39432.0,43245.0,80.6,19.4,55.9,0.0,11.8,5.9,8.8,17.6,472,98.1,0.2,3.0,0.0,0.0,0.6,1.1
7727,0.0,3.01,99.0,8.8,100.0,2.8,20.4,27.6,17.2,15.6,19.2,94674.0,99188.0,93.2,6.8,36.1,63.9,0.0,0.0,0.0,0.0,1595,100.0,1.1,0.0,0.0,0.0,0.6,0.0
7728,0.0,2.22,96.9,20.7,93.9,4.5,29.5,13.5,15.6,8.0,33.4,66579.0,77093.0,91.2,8.8,0.0,0.0,0.0,0.0,0.0,100.0,960,98.9,1.1,0.0,0.0,0.0,0.0,0.0
7729,0.0,2.51,98.3,28.2,100.0,11.2,39.1,0.0,26.1,14.7,20.0,64635.0,116527.0,96.4,3.6,0.0,0.0,100.0,0.0,0.0,0.0,902,100.0,0.0,0.0,0.0,0.0,0.0,0.0
7730,0.0,2.76,94.8,27.7,92.5,7.2,35.6,12.0,27.8,8.4,16.2,89906.0,91926.0,93.9,6.1,0.0,0.0,28.6,0.0,19.5,51.9,7061,95.8,1.5,0.0,1.6,0.2,2.7,10.8
7731,1.0,2.97,78.8,6.0,94.1,10.5,14.8,25.4,22.3,13.2,24.3,41930.0,50090.0,69.2,30.8,8.8,14.3,20.7,9.5,6.9,39.9,12157,86.4,5.4,1.2,0.8,0.0,11.6,33.0
7732,1.0,2.3,84.9,16.0,96.8,4.4,18.8,16.5,27.7,6.5,30.4,35313.0,44199.0,70.0,30.0,42.4,0.0,28.8,0.0,12.1,16.7,506,96.8,0.0,1.4,0.0,0.0,3.2,4.9
7733,1.0,3.1,85.9,10.9,98.7,9.2,11.4,16.0,20.2,46.3,6.2,42619.0,53790.0,68.6,31.4,0.0,0.0,100.0,0.0,0.0,0.0,750,100.0,0.0,0.0,0.0,0.0,0.0,3.9
7734,1.0,2.34,86.9,8.6,93.8,7.5,11.2,21.4,28.1,15.5,23.8,52000.0,51323.0,59.0,41.0,17.7,35.5,5.7,5.0,2.8,33.3,857,93.5,0.2,1.2,5.7,0.0,0.2,2.3
7736,0.0,2.59,96.6,23.4,99.7,4.7,31.0,20.1,23.0,12.1,13.8,52813.0,64963.0,72.3,27.7,15.9,20.3,15.9,23.2,0.0,24.6,683,96.9,3.1,1.8,0.9,0.0,0.0,0.0
7737,0.0,2.74,84.0,3.9,98.6,5.4,22.5,13.5,24.0,7.5,32.4,51691.0,54292.0,75.1,24.9,42.9,10.7,0.0,1.8,7.1,37.5,714,98.9,0.0,0.7,0.0,0.0,0.4,4.3
7738,0.0,2.17,92.5,23.2,100.0,4.4,39.4,17.5,20.7,11.3,11.0,54896.0,70307.0,77.4,22.6,32.4,0.0,19.1,11.7,0.0,36.7,2201,99.6,0.4,0.0,0.0,0.0,0.0,0.0
7739,1.0,2.31,84.9,16.1,94.2,7.8,20.0,22.0,24.9,8.6,24.6,36734.0,47451.0,57.2,42.8,16.9,7.2,13.1,18.9,11.4,32.4,21825,90.8,4.2,0.6,0.4,0.1,6.3,12.3
7740,1.0,2.79,80.7,4.3,100.0,1.4,14.0,14.7,13.3,12.6,45.5,51042.0,48739.0,83.2,16.8,0.0,11.8,35.3,0.0,0.0,52.9,332,100.0,1.2,0.0,0.0,0.0,3.3,3.3
7741,1.0,2.66,72.8,4.2,100.0,13.0,21.1,8.2,16.3,21.8,32.7,32054.0,36550.0,57.5,42.5,20.3,12.5,6.3,7.8,3.1,50.0,444,100.0,0.0,0.0,0.0,0.0,0.0,0.0
7742,1.0,2.59,86.0,32.8,92.0,7.8,37.4,16.3,24.7,11.0,10.6,50107.0,66291.0,65.4,34.6,9.1,10.7,16.0,12.5,7.9,43.8,48081,67.8,30.8,0.7,2.2,0.2,2.5,12.2
7743,1.0,2.14,87.0,11.2,100.0,3.9,21.2,17.1,27.2,10.9,23.6,37123.0,51578.0,49.9,50.1,12.9,11.0,5.6,15.2,4.8,50.4,4981,96.7,3.1,0.1,0.0,0.0,0.4,0.6
7744,1.0,2.35,81.0,12.3,99.7,0.9,13.8,24.8,12.8,20.2,28.4,38750.0,40402.0,65.9,34.1,15.6,6.3,6.3,6.3,0.0,65.6,355,96.6,3.7,3.4,0.3,0.0,0.0,0.3
7745,0.0,2.18,87.1,25.8,98.7,2.4,31.3,15.7,26.4,9.5,17.2,47234.0,65359.0,61.8,38.2,9.5,9.6,20.0,10.5,6.5,43.9,15710,98.6,2.2,0.8,0.4,0.0,1.4,4.0
7746,0.0,3.1,87.6,10.9,98.2,1.8,16.8,20.7,22.3,8.4,31.8,67969.0,76064.0,87.3,12.7,64.5,6.5,0.0,0.0,0.0,29.0,760,92.4,3.8,0.4,0.3,0.3,3.8,5.9
7747,0.0,3.04,92.0,26.7,97.5,1.6,29.3,13.7,31.2,9.8,16.0,74803.0,86595.0,87.9,12.1,39.2,36.5,10.1,14.2,0.0,0.0,3735,95.8,0.6,0.6,0.0,0.0,4.2,5.5
7748,0.0,2.93,86.2,10.7,100.0,5.3,20.3,15.4,19.6,9.8,35.0,44306.0,52280.0,68.9,31.1,16.2,13.5,0.0,2.7,16.2,51.4,396,98.5,1.0,0.0,0.0,0.0,1.5,5.6
7749,1.0,2.8,80.2,12.9,99.3,1.4,21.4,31.2,20.8,9.5,17.1,40977.0,46097.0,59.1,40.9,9.1,17.8,19.8,7.9,9.9,35.6,1829,97.8,0.3,2.8,1.9,0.0,0.0,0.0
